DEPTH,P-wave,Lithology,Porosity,Density,S-wave,Water Saturation,Volumetric
3510.05,3722.7063,0,0.0141,2.6444,1850.3457,1,0.7613
3510.2,3720.1655,0,0.0185,2.6365,1859.9685,1,0.7351
3510.3501,3658.3884,0,0.0283,2.6261,1868.5974,1,0.6782
3510.5,3631.9333,0,0.0321,2.6219,1866.0143,1,0.6672
3510.6499,3627.6433,0,0.031,2.6205,1856.6686,1,0.6708
3510.8,3620.5117,0,0.0226,2.624,1856.5618,1,0.7245
3510.95,3591.8438,0,0.0187,2.6286,1868.0851,1,0.7603
3511.1001,3563.7234,0,0.0105,2.6355,1876.3087,1,0.8291
3511.25,3550.6514,0,0.0117,2.639,1877.2578,1,0.8285
3511.3999,3534.4827,0,0.0158,2.634,1875.9268,1,0.8003
3511.55,3515.5813,0,0.0219,2.6281,1875.7969,1,0.7677
3511.7,3512.4011,0,0.0252,2.6248,1876.2015,1,0.7595
3511.8501,3523.4939,0,0.0232,2.6298,1875.9373,1,0.761
3512,3547.6299,0,0.0257,2.624,1873.7882,1,0.7445
3512.1499,3599.4731,0,0.025,2.6254,1872.6426,1,0.7274
3512.3,3650.7778,0,0.0214,2.627,1878.1709,1,0.7326
3512.45,3668.9338,0,0.0226,2.62,1884.7308,1,0.7527
3512.6001,3669.7153,0,0.0276,2.6061,1886.6119,1,0.7591
3512.75,3669.0254,0,0.0294,2.5978,1886.5,1,0.783
3512.8999,3659.2727,0,0.0336,2.5939,1885.5522,1,0.7766
3513.05,3637.9272,0,0.0345,2.5951,1882.4811,1,0.7776
3513.2,3608.5986,0,0.0264,2.6025,1880.2455,1,0.8371
3513.3501,3588.6628,0,0.0177,2.6103,1875.3435,1,0.8701
3513.5,3584.7837,0,0.0137,2.6155,1872.8517,1,0.8686
3513.6499,3560.0493,0,0.0165,2.6136,1871.1326,1,0.8509
3513.8,3515.9973,0,0.021,2.6112,1859.3981,1,0.8336
3513.95,3487.9177,0,0.0232,2.6067,1843.1643,1,0.8508
3514.1001,3460.7712,0,0.0224,2.6049,1827.861,1,0.8747
3514.25,3442.7642,0,0.0189,2.6136,1816.6381,1,0.886
3514.3999,3440.9846,0,0.0168,2.6233,1801.6106,1,0.8705
3514.55,3433.1519,0,0.0126,2.6344,1783.1134,1,0.8626
3514.7,3449.9458,0,0.0097,2.6275,1760.2926,1,0.8755
3514.8501,3437.1335,0,0.0092,2.621,1739.1232,1,0.8701
3515,3341.6233,0,0.0122,2.6176,1720.5978,1,0.8707
3515.1499,3247.0854,0,0.0097,2.6214,1702.5616,1,0.8739
3515.3,3208.051,0,0.0108,2.6238,1690.5873,1,0.8918
3515.45,3195.145,0,0.0135,2.6243,1672.6198,1,0.9121
3515.6001,3195.6555,0,0.0175,2.6232,1660.0654,1,0.9285
3515.75,3230.717,0,0.0204,2.6255,1645.0194,1,0.9277
3515.8999,3285.4963,0,0.0189,2.6284,1639.5017,1,0.9192
3516.05,3314.541,0,0.0159,2.6295,1627.3121,1,0.9647
3516.2,3279.7224,0,0.0166,2.6281,1606.093,1,0.9633
3516.3501,3211.5535,0,0.0098,2.637,1578.4961,1,0.9848
3516.5,3162.6804,0,0.0011,2.6401,1556.9781,1,0.9919
3516.6499,3190.8259,0,0,2.6436,1546.1649,1,0.9982
3516.8,3176.7688,0,0.0023,2.6386,1540.869,1,0.9902
3516.95,3163.5251,0,0.0192,2.6252,1540.1384,1,0.9666
3517.1001,3149.29,0,0.0181,2.6265,1541.9293,1,0.9636
3517.25,3186.9365,0,0.0203,2.6252,1543.4614,1,0.9381
3517.3999,3201.1914,0,0.0188,2.6247,1543.6594,1,0.956
3517.55,3201.3555,0,0.0226,2.6177,1531.1213,1,0.9598
3517.7,3195.6411,0,0.0235,2.617,1524.782,1,0.9673
3517.8501,3250.3806,0,0.0268,2.6101,1512.8542,1,0.9462
3518,3265.8882,0,0.0254,2.6102,1511.744,1,0.9347
3518.1499,3301.9878,0,0.0313,2.6012,1522.2889,1,0.8833
3518.3,3304.7092,0,0.0279,2.6085,1530.6874,1,0.9178
3518.45,3333.8708,0,0.0406,2.6037,1558.7247,1,0.8523
3518.6001,3367.8203,0,0.0332,2.6113,1572.1317,1,0.8905
3518.75,3403.2322,0,0.0201,2.6249,1591.6532,1,0.8757
3518.8999,3467.4666,0,0.0141,2.6373,1602.351,1,0.8253
3519.05,3602.7512,0,0.0128,2.6485,1620.472,1,0.705
3519.2,3650.6968,0,0.0221,2.6459,1642.6031,1,0.6358
3519.3501,3762.1313,0,0.0227,2.6505,1700.2546,1,0.5785
3519.5,3761.8953,0,0.0173,2.6602,1721.963,1,0.5562
3519.6499,3605.6799,0,0.0153,2.655,1722.9562,1,0.5491
3519.8,3543.9121,0,0.0163,2.6472,1712.6359,1,0.5778
3519.95,3464.8811,0,0.0259,2.6288,1697.7179,1,0.5951
3520.1001,3414.2803,0,0.0364,2.6185,1688.718,1,0.5611
3520.25,3376.1848,0,0.049,2.6084,1697.7014,1,0.5194
3520.3999,3473.7332,0,0.0509,2.6097,1713.296,1,0.5234
3520.55,3559.4668,0,0.0435,2.619,1743.3019,1,0.5593
3520.7,3593.4353,0,0.0347,2.6232,1757.3322,1,0.5993
3520.8501,3605.9709,0,0.0358,2.6161,1750.0168,1,0.6147
3521,3618.7603,0,0.0429,2.607,1738.3033,1,0.5987
3521.1499,3618.8359,0,0.0451,2.6051,1730.5906,1,0.5883
3521.3,3636.3259,0,0.0441,2.6169,1741.4492,1,0.5743
3521.45,3597.9404,0,0.0414,2.6298,1755.267,1,0.5831
3521.6001,3555.7827,0,0.0442,2.636,1783.7024,1,0.6067
3521.75,3565.3865,0,0.0468,2.6343,1819.5685,1,0.628
3521.8999,3577.9763,0,0.0418,2.6342,1852.1831,1,0.6562
3522.05,3575.3357,0,0.0325,2.6344,1861.8761,1,0.6883
3522.2,3564.8955,0,0.0275,2.6328,1846.3674,1,0.7088
3522.3501,3520.7178,0,0.0322,2.6304,1807.0912,1,0.7089
3522.5,3455.9807,0,0.0384,2.6335,1749.9543,1,0.7011
3522.6499,3421.3257,0,0.0386,2.6377,1699.0387,1,0.7123
3522.8,3375.8403,0,0.0389,2.631,1673.7969,1,0.7216
3522.95,3330.834,0,0.0359,2.6199,1661.8788,1,0.7416
3523.1001,3316.3137,0,0.0273,2.6165,1642.7813,1,0.7777
3523.25,3287.1084,0,0.0199,2.6216,1627.0936,1,0.8088
3523.3999,3252.7515,0,0.0187,2.6252,1623.632,1,0.8228
3523.55,3233.3713,0,0.0243,2.6226,1626.2198,1,0.8058
3523.7,3253.989,0,0.0235,2.6237,1624.9142,1,0.8198
3523.8501,3286.3577,0,0.0212,2.6263,1616.5219,1,0.8364
3524,3284.6079,0,0.0222,2.6233,1615.8933,1,0.8555
3524.1499,3276.1392,0,0.0164,2.624,1616.4504,1,0.9146
3524.3,3255.093,0,0.0153,2.6246,1616.5833,1,0.8933
3524.45,3217.8484,0,0.0155,2.6339,1619.5463,1,0.826
3524.6001,3189.3518,0,0.0221,2.6371,1624.0209,1,0.7529
3524.75,3181.9482,0,0.0248,2.6393,1635.8833,1,0.7188
3524.8999,3223.4304,0,0.0279,2.6294,1647.0835,1,0.7122
3525.05,3343.5498,0,0.0269,2.6216,1658.0353,1,0.6854
3525.2,3429.5366,0,0.0221,2.6255,1664.3184,1,0.6882
3525.3501,3463.3398,0,0.0168,2.6265,1672.2781,1,0.7166
3525.5,3450.686,0,0.0133,2.633,1677.5934,1,0.7642
3525.6499,3420.8049,0,0.0093,2.6362,1680.0272,1,0.8446
3525.8,3421.0923,0,0.0142,2.6382,1683.7111,1,0.8157
3525.95,3389.4622,0,0.0203,2.6404,1688.5807,1,0.7784
3526.1001,3399.022,0,0.0251,2.6405,1697.5255,1,0.7427
3526.25,3398.5391,0,0.0185,2.6473,1696.4501,1,0.7762
3526.3999,3404.3416,0,0.0131,2.6476,1694.9139,1,0.798
3526.55,3411.5496,0,0.0151,2.6427,1693.1807,1,0.7557
3526.7,3420.3521,0,0.0199,2.6371,1702.4814,1,0.7013
3526.8501,3423.5786,0,0.0299,2.6324,1719.4137,1,0.6405
3527,3442.2009,0,0.0303,2.6337,1724.312,1,0.6186
3527.1499,3453.342,0,0.0163,2.6455,1727.4791,1,0.7427
3527.3,3485.7058,0,0.0128,2.6513,1727.8281,1,0.757
3527.45,3521.3179,0,0.0085,2.6456,1727.0869,1,0.8086
3527.6001,3487.594,0,0.0075,2.641,1727.0415,1,0.8082
3527.75,3407.1267,0,0.0123,2.6278,1717.1904,1,0.8287
