Zp,VpVs ratio,Lithology,Porosity
6.6177490e+03,1.9928000e+00,4.0000000e+00,2.8160000e-01
6.5507290e+03,1.9972000e+00,4.0000000e+00,2.6620000e-01
6.5239878e+03,1.9971000e+00,4.0000000e+00,2.8920000e-01
6.5051777e+03,1.9963000e+00,4.0000000e+00,3.2320000e-01
6.4379609e+03,2.0029000e+00,4.0000000e+00,3.2060000e-01
6.3313320e+03,2.0163000e+00,4.0000000e+00,2.8820000e-01
6.2303862e+03,2.0325000e+00,4.0000000e+00,2.8010000e-01
6.1810845e+03,2.0422000e+00,4.0000000e+00,2.9400000e-01
6.1661313e+03,2.0480000e+00,4.0000000e+00,3.0140000e-01
6.2225571e+03,2.0433000e+00,4.0000000e+00,3.2250000e-01
6.3060508e+03,2.0337000e+00,4.0000000e+00,3.2790000e-01
6.3559790e+03,2.0269000e+00,4.0000000e+00,2.8260000e-01
6.3522651e+03,2.0262000e+00,4.0000000e+00,2.5610000e-01
6.3519297e+03,2.0226000e+00,4.0000000e+00,2.6170000e-01
6.3455161e+03,2.0175000e+00,4.0000000e+00,3.0580000e-01
6.2950762e+03,2.0178000e+00,4.0000000e+00,3.2700000e-01
6.1792729e+03,2.0271000e+00,4.0000000e+00,3.3920000e-01
6.0832368e+03,2.0363000e+00,4.0000000e+00,3.2560000e-01
6.0770737e+03,2.0351000e+00,4.0000000e+00,2.9680000e-01
6.1075474e+03,2.0306000e+00,4.0000000e+00,3.0080000e-01
6.1058115e+03,2.0346000e+00,4.0000000e+00,3.0270000e-01
6.0634746e+03,2.0471000e+00,4.0000000e+00,2.9060000e-01
5.9891123e+03,2.0662000e+00,4.0000000e+00,2.9310000e-01
5.9037241e+03,2.0864000e+00,4.0000000e+00,3.0350000e-01
5.8368403e+03,2.1017000e+00,4.0000000e+00,3.1080000e-01
5.7619297e+03,2.1177000e+00,4.0000000e+00,3.2080000e-01
5.7130845e+03,2.1257000e+00,4.0000000e+00,3.2860000e-01
5.6964980e+03,2.1258000e+00,4.0000000e+00,3.2580000e-01
5.7175859e+03,2.1160000e+00,4.0000000e+00,3.2130000e-01
5.7370381e+03,2.1082000e+00,4.0000000e+00,3.3380000e-01
5.7533853e+03,2.1013000e+00,4.0000000e+00,3.3090000e-01
5.7719619e+03,2.0953000e+00,4.0000000e+00,3.3220000e-01
5.8105728e+03,2.0860000e+00,4.0000000e+00,3.3240000e-01
5.8750938e+03,2.0734000e+00,4.0000000e+00,3.0950000e-01
5.9212646e+03,2.0654000e+00,4.0000000e+00,3.1300000e-01
5.9491187e+03,2.0605000e+00,4.0000000e+00,3.1760000e-01
5.9889834e+03,2.0533000e+00,4.0000000e+00,3.2450000e-01
6.0777910e+03,2.0384000e+00,4.0000000e+00,3.2180000e-01
6.1676455e+03,2.0248000e+00,4.0000000e+00,3.2540000e-01
6.2438662e+03,2.0152000e+00,4.0000000e+00,3.1330000e-01
6.3173462e+03,2.0070000e+00,4.0000000e+00,2.9690000e-01
6.4146089e+03,1.9961000e+00,4.0000000e+00,2.9680000e-01
6.5447686e+03,1.9830000e+00,4.0000000e+00,2.9950000e-01
6.6079497e+03,1.9790000e+00,4.0000000e+00,2.9870000e-01
6.6157363e+03,1.9823000e+00,4.0000000e+00,2.9220000e-01
6.6099170e+03,1.9868000e+00,4.0000000e+00,2.8830000e-01
6.6104932e+03,1.9886000e+00,4.0000000e+00,2.9040000e-01
6.5594116e+03,1.9953000e+00,4.0000000e+00,2.9320000e-01
6.4608213e+03,2.0066000e+00,4.0000000e+00,2.8950000e-01
6.3965762e+03,2.0131000e+00,4.0000000e+00,2.9850000e-01
6.5117583e+03,1.9975000e+00,4.0000000e+00,3.1460000e-01
6.8519336e+03,1.9629000e+00,4.0000000e+00,3.2540000e-01
7.4050244e+03,1.9201000e+00,4.0000000e+00,3.0540000e-01
8.0844160e+03,1.8800000e+00,4.0000000e+00,2.2910000e-01
8.8786553e+03,1.8426000e+00,3.0000000e+00,1.7050000e-01
9.6414756e+03,1.8123000e+00,3.0000000e+00,1.6100000e-01
1.0345389e+04,1.7898000e+00,3.0000000e+00,1.6510000e-01
1.0657633e+04,1.7829000e+00,3.0000000e+00,1.7280000e-01
1.0612612e+04,1.7862000e+00,3.0000000e+00,1.8140000e-01
1.0188150e+04,1.8016000e+00,3.0000000e+00,1.8690000e-01
9.6954678e+03,1.8207000e+00,4.0000000e+00,2.0160000e-01
9.2406436e+03,1.8439000e+00,4.0000000e+00,2.1690000e-01
9.2168916e+03,1.8588000e+00,4.0000000e+00,2.2300000e-01
9.3690752e+03,1.8687000e+00,4.0000000e+00,2.1000000e-01
9.5911582e+03,1.8693000e+00,2.0000000e+00,1.2300000e-01
9.7550283e+03,1.8525000e+00,2.0000000e+00,3.1800000e-02
1.0123121e+04,1.8259000e+00,3.0000000e+00,4.7800000e-02
1.0678470e+04,1.8024000e+00,3.0000000e+00,1.5010000e-01
1.1034724e+04,1.7927000e+00,3.0000000e+00,1.6810000e-01
1.1052796e+04,1.7876000e+00,3.0000000e+00,1.4900000e-01
1.0794929e+04,1.7863000e+00,3.0000000e+00,1.2530000e-01
1.0455103e+04,1.7985000e+00,3.0000000e+00,1.0820000e-01
1.0093095e+04,1.8239000e+00,2.0000000e+00,9.9800000e-02
9.5884160e+03,1.8554000e+00,3.0000000e+00,1.2900000e-01
8.9917930e+03,1.8822000e+00,4.0000000e+00,1.8100000e-01
8.2964424e+03,1.9108000e+00,4.0000000e+00,2.2110000e-01
7.7096724e+03,1.9412000e+00,4.0000000e+00,2.1760000e-01
7.4381660e+03,1.9582000e+00,4.0000000e+00,2.2060000e-01
7.3804341e+03,1.9612000e+00,4.0000000e+00,2.3640000e-01
7.3912441e+03,1.9580000e+00,4.0000000e+00,2.3270000e-01
7.3388716e+03,1.9586000e+00,4.0000000e+00,2.2650000e-01
7.2226973e+03,1.9642000e+00,4.0000000e+00,2.2810000e-01
7.1980684e+03,1.9636000e+00,4.0000000e+00,2.4580000e-01
7.2808193e+03,1.9534000e+00,4.0000000e+00,2.7010000e-01
7.3457515e+03,1.9456000e+00,4.0000000e+00,2.8220000e-01
7.3570542e+03,1.9424000e+00,4.0000000e+00,2.7110000e-01
7.4465493e+03,1.9339000e+00,4.0000000e+00,2.2780000e-01
7.7925186e+03,1.9111000e+00,4.0000000e+00,2.2980000e-01
8.4535762e+03,1.8788000e+00,4.0000000e+00,2.5890000e-01
9.1802822e+03,1.8536000e+00,3.0000000e+00,2.2830000e-01
9.7368760e+03,1.8372000e+00,3.0000000e+00,1.6690000e-01
1.0051718e+04,1.8258000e+00,3.0000000e+00,1.2230000e-01
1.0116722e+04,1.8215000e+00,3.0000000e+00,1.1230000e-01
9.9622920e+03,1.8261000e+00,3.0000000e+00,1.2750000e-01
9.5795859e+03,1.8383000e+00,4.0000000e+00,1.9950000e-01
8.8739785e+03,1.8601000e+00,4.0000000e+00,2.6750000e-01
8.1946201e+03,1.8859000e+00,4.0000000e+00,2.6950000e-01
7.5351455e+03,1.9201000e+00,4.0000000e+00,2.5260000e-01
7.1947905e+03,1.9470000e+00,4.0000000e+00,2.5620000e-01
7.0747065e+03,1.9594000e+00,4.0000000e+00,2.7270000e-01
6.9723286e+03,1.9699000e+00,4.0000000e+00,2.7620000e-01
6.8525791e+03,1.9815000e+00,4.0000000e+00,2.6870000e-01
6.7527324e+03,1.9900000e+00,4.0000000e+00,2.7340000e-01
6.7823423e+03,1.9830000e+00,4.0000000e+00,2.7480000e-01
7.0513711e+03,1.9576000e+00,4.0000000e+00,2.8390000e-01
7.7793237e+03,1.9174000e+00,4.0000000e+00,2.9750000e-01
8.7903047e+03,1.8893000e+00,4.0000000e+00,2.6820000e-01
9.8472715e+03,1.8708000e+00,3.0000000e+00,1.8970000e-01
1.0694830e+04,1.8571000e+00,3.0000000e+00,8.4500000e-02
1.1010880e+04,1.8570000e+00,3.0000000e+00,3.4800000e-02
1.0873684e+04,1.8784000e+00,2.0000000e+00,3.8800000e-02
1.0372579e+04,1.9163000e+00,1.0000000e+00,3.8300000e-02
9.5479668e+03,1.9642000e+00,1.0000000e+00,1.2300000e-02
8.7830117e+03,2.0056000e+00,1.0000000e+00,1.4000000e-03
7.9467002e+03,2.0624000e+00,1.0000000e+00,1.0000000e-04
7.4769551e+03,2.1168000e+00,1.0000000e+00,1.0000000e-04
7.3386055e+03,2.1478000e+00,1.0000000e+00,1.0000000e-04
7.3350288e+03,2.1642000e+00,1.0000000e+00,9.0000000e-04
7.1824038e+03,2.1938000e+00,1.0000000e+00,2.9000000e-03
6.8145518e+03,2.2524000e+00,1.0000000e+00,1.5000000e-03
6.4058271e+03,2.3244000e+00,1.0000000e+00,9.0000000e-04
6.1797310e+03,2.3715000e+00,1.0000000e+00,8.0000000e-04
6.1019463e+03,2.3926000e+00,1.0000000e+00,2.0000000e-04
6.0970449e+03,2.3952000e+00,1.0000000e+00,1.0000000e-04
6.0795410e+03,2.3991000e+00,1.0000000e+00,1.0000000e-04
6.0163320e+03,2.4150000e+00,1.0000000e+00,6.0000000e-04
5.9036143e+03,2.4462000e+00,1.0000000e+00,4.1000000e-03
5.7462217e+03,2.4933000e+00,1.0000000e+00,4.1000000e-03
5.5946235e+03,2.5407000e+00,1.0000000e+00,3.0000000e-04
5.5200313e+03,2.5646000e+00,1.0000000e+00,1.0000000e-04
5.5542114e+03,2.5550000e+00,1.0000000e+00,1.0000000e-04
5.6942080e+03,2.5128000e+00,1.0000000e+00,1.0000000e-04
5.8305425e+03,2.4703000e+00,1.0000000e+00,1.0000000e-04
6.0183545e+03,2.4142000e+00,1.0000000e+00,1.0000000e-04
6.3659683e+03,2.3261000e+00,1.0000000e+00,3.0000000e-04
6.7219312e+03,2.2523000e+00,1.0000000e+00,1.0000000e-03
7.1453906e+03,2.1765000e+00,1.0000000e+00,3.0000000e-04
7.5377705e+03,2.1147000e+00,1.0000000e+00,1.0000000e-04
8.0009224e+03,2.0552000e+00,1.0000000e+00,2.0000000e-04
8.6887705e+03,1.9870000e+00,1.0000000e+00,1.6000000e-02
9.0143789e+03,1.9546000e+00,1.0000000e+00,5.4800000e-02
8.9966953e+03,1.9463000e+00,4.0000000e+00,7.3000000e-02
8.6468789e+03,1.9618000e+00,4.0000000e+00,9.1100000e-02
8.2084688e+03,1.9905000e+00,1.0000000e+00,8.1300000e-02
7.6934629e+03,2.0347000e+00,1.0000000e+00,2.4900000e-02
7.2078774e+03,2.0839000e+00,1.0000000e+00,5.0000000e-04
6.7607427e+03,2.1384000e+00,1.0000000e+00,3.0000000e-04
6.4866318e+03,2.1815000e+00,1.0000000e+00,4.7000000e-03
6.3825601e+03,2.2054000e+00,1.0000000e+00,3.9500000e-02
6.4423779e+03,2.2011000e+00,1.0000000e+00,2.9200000e-02
6.6441904e+03,2.1758000e+00,1.0000000e+00,1.1300000e-02
6.8925176e+03,2.1441000e+00,1.0000000e+00,5.8000000e-03
7.1198369e+03,2.1175000e+00,1.0000000e+00,4.0000000e-04
7.5992061e+03,2.0713000e+00,1.0000000e+00,1.0000000e-04
8.2941582e+03,2.0214000e+00,1.0000000e+00,1.0000000e-04
9.1570264e+03,1.9750000e+00,1.0000000e+00,1.0000000e-04
1.0140713e+04,1.9399000e+00,1.0000000e+00,1.0000000e-04
1.0871935e+04,1.9203000e+00,1.0000000e+00,1.0000000e-04
1.1610646e+04,1.9036000e+00,1.0000000e+00,1.0000000e-04
1.2063146e+04,1.8939000e+00,1.0000000e+00,1.0000000e-04
1.2209605e+04,1.8903000e+00,1.0000000e+00,1.0000000e-04
1.2053689e+04,1.8917000e+00,1.0000000e+00,1.0000000e-04
1.1742574e+04,1.8948000e+00,1.0000000e+00,1.0000000e-04
1.1321237e+04,1.8988000e+00,1.0000000e+00,1.0000000e-04
1.0910126e+04,1.9029000e+00,1.0000000e+00,1.0000000e-04
1.0596897e+04,1.9063000e+00,1.0000000e+00,1.0000000e-04
1.0452999e+04,1.9075000e+00,1.0000000e+00,1.0000000e-04
1.0425330e+04,1.9062000e+00,1.0000000e+00,1.0000000e-04
1.0480930e+04,1.9028000e+00,1.0000000e+00,1.0000000e-04
1.0576516e+04,1.9000000e+00,1.0000000e+00,1.0000000e-04
1.0646814e+04,1.8980000e+00,1.0000000e+00,1.0000000e-04
1.0550779e+04,1.9004000e+00,1.0000000e+00,1.0000000e-04
1.0270406e+04,1.9094000e+00,1.0000000e+00,1.0000000e-04
9.8966260e+03,1.9249000e+00,1.0000000e+00,1.0000000e-04
9.5904463e+03,1.9397000e+00,1.0000000e+00,2.0000000e-04
9.2192959e+03,1.9564000e+00,1.0000000e+00,1.0000000e-03
8.9003691e+03,1.9689000e+00,1.0000000e+00,2.1000000e-03
8.6465840e+03,1.9796000e+00,1.0000000e+00,2.2000000e-03
8.5472422e+03,1.9830000e+00,1.0000000e+00,1.2000000e-03
8.5279150e+03,1.9813000e+00,1.0000000e+00,1.3000000e-03
8.4452266e+03,1.9807000e+00,1.0000000e+00,1.7000000e-03
8.2707529e+03,1.9850000e+00,1.0000000e+00,3.1000000e-03
8.0900396e+03,1.9885000e+00,1.0000000e+00,4.2000000e-03
7.9561753e+03,1.9895000e+00,1.0000000e+00,5.8600000e-02
7.7916826e+03,1.9940000e+00,1.0000000e+00,1.3840000e-01
7.5674233e+03,2.0058000e+00,1.0000000e+00,1.4290000e-01
7.3654063e+03,2.0172000e+00,1.0000000e+00,1.6350000e-01
7.2554717e+03,2.0194000e+00,5.0000000e+00,1.8580000e-01
7.2014170e+03,2.0158000e+00,5.0000000e+00,2.0670000e-01
7.0190239e+03,1.9917000e+00,5.0000000e+00,2.0910000e-01
6.7930352e+03,1.9630000e+00,5.0000000e+00,2.0050000e-01
6.6333174e+03,1.9320000e+00,5.0000000e+00,1.9570000e-01
6.5500854e+03,1.8837000e+00,5.0000000e+00,2.0480000e-01
6.4756074e+03,1.8496000e+00,5.0000000e+00,2.3010000e-01
6.3292397e+03,1.8146000e+00,5.0000000e+00,2.5070000e-01
6.2090308e+03,1.7931000e+00,5.0000000e+00,2.3890000e-01
6.2062202e+03,1.7929000e+00,5.0000000e+00,2.4720000e-01
6.2264185e+03,1.7967000e+00,5.0000000e+00,2.6460000e-01
6.1917212e+03,1.8044000e+00,5.0000000e+00,2.3880000e-01
6.0956509e+03,1.8149000e+00,5.0000000e+00,2.0740000e-01
5.9963604e+03,1.8229000e+00,5.0000000e+00,2.0970000e-01
5.8856250e+03,1.8305000e+00,5.0000000e+00,2.2760000e-01
5.7231855e+03,1.8392000e+00,5.0000000e+00,2.4050000e-01
5.5210303e+03,1.8463000e+00,5.0000000e+00,2.4900000e-01
5.3668232e+03,1.8490000e+00,5.0000000e+00,2.4660000e-01
5.3098477e+03,1.8456000e+00,5.0000000e+00,2.5200000e-01
5.3331660e+03,1.8388000e+00,5.0000000e+00,2.5590000e-01
5.4290498e+03,1.8288000e+00,5.0000000e+00,2.5820000e-01
5.5785776e+03,1.8164000e+00,5.0000000e+00,2.6060000e-01
5.7846157e+03,1.8025000e+00,5.0000000e+00,2.4630000e-01
5.9787544e+03,1.7919000e+00,5.0000000e+00,2.3900000e-01
6.2391113e+03,1.7801000e+00,5.0000000e+00,2.4600000e-01
6.5054790e+03,1.7705000e+00,5.0000000e+00,2.4050000e-01
6.7622861e+03,1.7635000e+00,5.0000000e+00,2.3490000e-01
7.0477031e+03,1.7574000e+00,5.0000000e+00,2.1640000e-01
7.2542490e+03,1.7533000e+00,5.0000000e+00,1.9180000e-01
7.4154688e+03,1.7501000e+00,5.0000000e+00,1.8450000e-01
7.4364805e+03,1.7493000e+00,5.0000000e+00,1.7990000e-01
7.2947363e+03,1.7515000e+00,5.0000000e+00,1.8940000e-01
6.9985278e+03,1.7574000e+00,5.0000000e+00,2.0810000e-01
6.6218452e+03,1.7660000e+00,5.0000000e+00,2.4350000e-01
6.2478091e+03,1.7759000e+00,5.0000000e+00,2.7630000e-01
5.9577217e+03,1.7851000e+00,5.0000000e+00,2.9370000e-01
5.7697764e+03,1.7908000e+00,5.0000000e+00,3.0190000e-01
5.8127788e+03,1.7886000e+00,5.0000000e+00,2.9070000e-01
6.1195444e+03,1.7779000e+00,5.0000000e+00,2.6940000e-01
6.7563423e+03,1.7604000e+00,5.0000000e+00,2.6400000e-01
7.4787759e+03,1.7461000e+00,5.0000000e+00,2.5050000e-01
8.4850039e+03,1.7318000e+00,5.0000000e+00,2.0870000e-01
9.2465293e+03,1.7232000e+00,3.0000000e+00,1.7630000e-01
9.8770254e+03,1.7187000e+00,3.0000000e+00,1.4100000e-01
1.0216268e+04,1.7282000e+00,3.0000000e+00,1.2630000e-01
1.0188060e+04,1.7410000e+00,3.0000000e+00,1.4040000e-01
9.9358506e+03,1.7586000e+00,3.0000000e+00,1.6650000e-01
9.6053975e+03,1.7751000e+00,5.0000000e+00,2.1970000e-01
9.2422646e+03,1.7929000e+00,5.0000000e+00,2.4910000e-01
8.9327754e+03,1.8130000e+00,5.0000000e+00,2.3070000e-01
8.8264199e+03,1.8232000e+00,5.0000000e+00,2.1170000e-01
8.9017197e+03,1.8222000e+00,5.0000000e+00,2.1360000e-01
9.0567363e+03,1.8184000e+00,5.0000000e+00,2.0960000e-01
9.0605791e+03,1.8190000e+00,3.0000000e+00,1.9660000e-01
8.8924639e+03,1.8262000e+00,3.0000000e+00,1.9340000e-01
8.5419424e+03,1.8434000e+00,3.0000000e+00,2.0030000e-01
8.1398618e+03,1.8665000e+00,5.0000000e+00,2.2390000e-01
7.7200713e+03,1.8927000e+00,5.0000000e+00,2.6110000e-01
7.2843833e+03,1.9227000e+00,5.0000000e+00,2.8330000e-01
7.0956704e+03,1.9373000e+00,5.0000000e+00,2.9890000e-01
7.0529014e+03,1.9421000e+00,5.0000000e+00,2.9640000e-01
7.2322642e+03,1.9297000e+00,5.0000000e+00,2.5540000e-01
7.5252988e+03,1.9084000e+00,5.0000000e+00,2.2480000e-01
8.0261626e+03,1.8759000e+00,5.0000000e+00,2.2390000e-01
8.6033516e+03,1.8476000e+00,4.0000000e+00,2.2770000e-01
9.3312041e+03,1.8229000e+00,5.0000000e+00,2.3490000e-01
1.0179585e+04,1.8046000e+00,5.0000000e+00,2.3740000e-01
1.0924283e+04,1.7923000e+00,3.0000000e+00,1.9120000e-01
1.1715599e+04,1.7809000e+00,3.0000000e+00,9.7700000e-02
1.2535837e+04,1.7717000e+00,3.0000000e+00,6.4200000e-02
1.3366866e+04,1.7656000e+00,3.0000000e+00,7.8600000e-02
1.3846607e+04,1.7617000e+00,3.0000000e+00,8.4900000e-02
1.3708148e+04,1.7602000e+00,3.0000000e+00,6.1200000e-02
1.2932934e+04,1.7652000e+00,3.0000000e+00,4.8900000e-02
1.1874670e+04,1.7787000e+00,3.0000000e+00,8.0400000e-02
1.0622927e+04,1.8015000e+00,4.0000000e+00,1.6980000e-01
9.5231230e+03,1.8259000e+00,4.0000000e+00,2.5270000e-01
8.2238438e+03,1.8628000e+00,4.0000000e+00,3.1090000e-01
7.2867100e+03,1.9040000e+00,4.0000000e+00,3.1520000e-01
6.7913115e+03,1.9352000e+00,4.0000000e+00,3.0990000e-01
6.7822876e+03,1.9386000e+00,4.0000000e+00,3.1340000e-01
6.9837871e+03,1.9200000e+00,4.0000000e+00,3.0700000e-01
7.1812485e+03,1.8844000e+00,4.0000000e+00,2.8730000e-01
7.3438315e+03,1.8641000e+00,4.0000000e+00,2.5780000e-01
7.4535630e+03,1.8690000e+00,5.0000000e+00,2.4400000e-01
7.4367021e+03,1.8927000e+00,5.0000000e+00,2.2540000e-01
7.2441431e+03,1.9363000e+00,4.0000000e+00,1.8610000e-01
6.8728486e+03,2.0079000e+00,1.0000000e+00,6.0100000e-02
6.5161040e+03,2.1081000e+00,1.0000000e+00,6.0000000e-04
6.2716055e+03,2.2350000e+00,1.0000000e+00,3.0000000e-04
6.0876567e+03,2.3284000e+00,1.0000000e+00,1.7000000e-03
5.6855796e+03,2.4861000e+00,1.0000000e+00,5.4000000e-03
5.5563369e+03,2.5319000e+00,1.0000000e+00,9.1000000e-03
5.4983384e+03,2.5444000e+00,1.0000000e+00,1.4700000e-02
5.6340098e+03,2.4924000e+00,1.0000000e+00,9.1000000e-03
6.1843545e+03,2.3329000e+00,1.0000000e+00,9.3000000e-03
6.6440088e+03,2.2459000e+00,1.0000000e+00,4.5700000e-02
7.4098857e+03,2.1404000e+00,1.0000000e+00,1.4300000e-02
8.1286318e+03,2.0643000e+00,1.0000000e+00,4.2000000e-03
8.6330742e+03,2.0186000e+00,1.0000000e+00,2.0300000e-02
8.8575518e+03,2.0008000e+00,1.0000000e+00,2.9200000e-02
8.9109395e+03,1.9960000e+00,1.0000000e+00,2.4200000e-02
8.8877314e+03,1.9951000e+00,1.0000000e+00,2.3800000e-02
8.7053496e+03,2.0006000e+00,1.0000000e+00,4.4900000e-02
8.4722861e+03,2.0078000e+00,1.0000000e+00,5.5100000e-02
8.4129980e+03,2.0080000e+00,1.0000000e+00,6.0200000e-02
8.5547637e+03,1.9966000e+00,1.0000000e+00,6.5900000e-02
8.8278066e+03,1.9782000e+00,1.0000000e+00,1.8000000e-02
9.0699346e+03,1.9609000e+00,1.0000000e+00,2.9000000e-03
9.2138037e+03,1.9447000e+00,1.0000000e+00,4.1000000e-03
9.1298408e+03,1.9414000e+00,1.0000000e+00,6.3200000e-02
8.8342959e+03,1.9471000e+00,1.0000000e+00,1.0770000e-01
8.3875781e+03,1.9608000e+00,4.0000000e+00,1.3200000e-01
7.9826592e+03,1.9726000e+00,4.0000000e+00,1.4900000e-01
7.5463945e+03,1.9862000e+00,4.0000000e+00,1.6150000e-01
7.2166245e+03,2.0060000e+00,4.0000000e+00,1.6810000e-01
6.9400283e+03,2.0336000e+00,4.0000000e+00,1.6950000e-01
6.7821152e+03,2.0629000e+00,4.0000000e+00,1.6380000e-01
6.7372095e+03,2.0834000e+00,4.0000000e+00,1.5250000e-01
6.6844487e+03,2.1126000e+00,1.0000000e+00,1.3600000e-01
6.5903652e+03,2.1492000e+00,1.0000000e+00,1.2130000e-01
6.5936533e+03,2.1659000e+00,1.0000000e+00,4.3000000e-02
6.9127144e+03,2.1401000e+00,1.0000000e+00,7.9500000e-02
7.6062715e+03,2.0769000e+00,1.0000000e+00,3.8100000e-02
8.4492773e+03,2.0105000e+00,1.0000000e+00,5.1900000e-02
9.1805723e+03,1.9546000e+00,1.0000000e+00,6.3900000e-02
9.6828975e+03,1.9100000e+00,1.0000000e+00,5.3800000e-02
9.8621807e+03,1.8864000e+00,1.0000000e+00,3.4600000e-02
9.7400205e+03,1.8768000e+00,3.0000000e+00,1.0100000e-01
9.1944531e+03,1.8665000e+00,5.0000000e+00,1.7540000e-01
8.4978389e+03,1.8591000e+00,5.0000000e+00,2.1830000e-01
7.6394473e+03,1.8545000e+00,5.0000000e+00,2.3320000e-01
7.1159180e+03,1.8493000e+00,5.0000000e+00,2.3440000e-01
6.7021606e+03,1.8378000e+00,5.0000000e+00,2.2800000e-01
6.4255933e+03,1.8147000e+00,5.0000000e+00,2.6540000e-01
6.2993438e+03,1.7954000e+00,5.0000000e+00,2.7250000e-01
6.3548506e+03,1.7831000e+00,5.0000000e+00,2.7460000e-01
6.4736543e+03,1.7720000e+00,5.0000000e+00,2.7710000e-01
6.5730117e+03,1.7629000e+00,5.0000000e+00,2.8000000e-01
6.6705112e+03,1.7548000e+00,5.0000000e+00,2.8320000e-01
6.8298228e+03,1.7462000e+00,5.0000000e+00,2.8710000e-01
7.0400986e+03,1.7371000e+00,5.0000000e+00,2.7790000e-01
7.1431006e+03,1.7314000e+00,5.0000000e+00,2.7720000e-01
7.0594678e+03,1.7308000e+00,5.0000000e+00,2.9040000e-01
6.9131362e+03,1.7313000e+00,5.0000000e+00,2.9530000e-01
6.7891597e+03,1.7320000e+00,5.0000000e+00,2.9520000e-01
6.6949302e+03,1.7335000e+00,5.0000000e+00,2.9440000e-01
6.5610869e+03,1.7367000e+00,5.0000000e+00,2.9250000e-01
6.3781875e+03,1.7421000e+00,5.0000000e+00,2.8940000e-01
6.2795347e+03,1.7452000e+00,5.0000000e+00,2.8770000e-01
6.2625835e+03,1.7461000e+00,5.0000000e+00,2.8730000e-01
6.2948105e+03,1.7450000e+00,5.0000000e+00,2.8780000e-01
6.3418135e+03,1.7430000e+00,5.0000000e+00,2.8880000e-01
6.4580469e+03,1.7386000e+00,5.0000000e+00,2.9130000e-01
6.5932334e+03,1.7345000e+00,5.0000000e+00,2.9380000e-01
6.7654097e+03,1.7300000e+00,5.0000000e+00,2.9640000e-01
6.9804209e+03,1.7257000e+00,5.0000000e+00,2.8820000e-01
7.2108516e+03,1.7218000e+00,5.0000000e+00,2.9200000e-01
7.4480103e+03,1.7189000e+00,5.0000000e+00,2.9570000e-01
7.6383335e+03,1.7176000e+00,5.0000000e+00,2.9100000e-01
7.8226177e+03,1.7174000e+00,5.0000000e+00,2.8430000e-01
8.0173799e+03,1.7170000e+00,5.0000000e+00,2.7560000e-01
8.2285947e+03,1.7168000e+00,5.0000000e+00,2.6460000e-01
8.4051943e+03,1.7170000e+00,5.0000000e+00,2.5440000e-01
8.6183213e+03,1.7168000e+00,5.0000000e+00,2.4170000e-01
8.8598545e+03,1.7161000e+00,5.0000000e+00,2.2510000e-01
9.0600996e+03,1.7153000e+00,3.0000000e+00,2.0410000e-01
9.2359082e+03,1.7143000e+00,3.0000000e+00,1.8780000e-01
9.3127246e+03,1.7140000e+00,3.0000000e+00,1.8190000e-01
9.3490664e+03,1.7139000e+00,3.0000000e+00,1.8360000e-01
9.2520332e+03,1.7149000e+00,5.0000000e+00,1.8270000e-01
9.0898320e+03,1.7164000e+00,3.0000000e+00,1.8630000e-01
8.8987158e+03,1.7185000e+00,5.0000000e+00,1.9560000e-01
8.7611787e+03,1.7203000e+00,5.0000000e+00,2.1350000e-01
8.6439824e+03,1.7221000e+00,5.0000000e+00,2.3970000e-01
8.4980488e+03,1.7246000e+00,5.0000000e+00,2.4530000e-01
8.3265703e+03,1.7280000e+00,5.0000000e+00,2.3250000e-01
8.1697754e+03,1.7415000e+00,5.0000000e+00,2.2360000e-01
8.0549556e+03,1.7654000e+00,5.0000000e+00,2.2350000e-01
7.9024155e+03,1.7937000e+00,5.0000000e+00,2.3550000e-01
7.7150098e+03,1.8233000e+00,5.0000000e+00,2.4530000e-01
7.4620454e+03,1.8627000e+00,5.0000000e+00,2.5240000e-01
7.2643696e+03,1.9017000e+00,5.0000000e+00,2.4120000e-01
7.1691270e+03,1.9354000e+00,5.0000000e+00,2.3340000e-01
7.1109839e+03,1.9475000e+00,5.0000000e+00,2.2090000e-01
7.1176792e+03,1.9467000e+00,5.0000000e+00,2.2010000e-01
7.1807637e+03,1.9394000e+00,5.0000000e+00,2.2050000e-01
7.3090737e+03,1.9254000e+00,5.0000000e+00,2.2130000e-01
7.4580742e+03,1.9107000e+00,5.0000000e+00,2.2170000e-01
7.6395674e+03,1.8944000e+00,5.0000000e+00,2.2110000e-01
7.7273018e+03,1.8860000e+00,5.0000000e+00,2.2080000e-01
7.7820991e+03,1.8804000e+00,5.0000000e+00,2.2050000e-01
7.8310898e+03,1.8765000e+00,5.0000000e+00,2.1980000e-01
7.8567852e+03,1.8763000e+00,5.0000000e+00,2.4540000e-01
7.8798145e+03,1.8770000e+00,5.0000000e+00,2.1760000e-01
7.8973213e+03,1.8771000e+00,5.0000000e+00,2.2370000e-01
7.9257813e+03,1.8755000e+00,5.0000000e+00,2.1850000e-01
7.9848652e+03,1.8715000e+00,5.0000000e+00,2.1640000e-01
8.0595820e+03,1.8658000e+00,5.0000000e+00,2.2830000e-01
8.1457979e+03,1.8583000e+00,5.0000000e+00,2.1810000e-01
8.2757656e+03,1.8483000e+00,5.0000000e+00,2.0770000e-01
